mass_A
t,x,y
9.175833333E0,2.787825379E2,-6.768741930E2
9.192516667E0,2.778221208E2,-6.669233345E2
9.209200000E0,2.765496004E2,-6.569320182E2
9.225883333E0,2.753021000E2,-6.469578358E2
9.242566667E0,2.743379212E2,-6.369442124E2
9.259250000E0,2.727832471E2,-6.268589395E2
9.275933333E0,2.722735896E2,-6.151077364E2
9.292616667E0,2.704548508E2,-6.047400428E2
9.309300000E0,2.690861031E2,-5.930003123E2
9.325983333E0,2.683616424E2,-5.809727410E2
9.342666667E0,2.666686946E2,-5.688694738E2
9.359350000E0,2.664420383E2,-5.551143693E2
9.376033333E0,2.650679572E2,-5.428627763E2
9.392716667E0,2.649010480E2,-5.289843432E2
9.409400000E0,2.646483538E2,-5.150952008E2
9.426083333E0,2.648653434E2,-5.012429316E2
9.442766667E0,2.651223933E2,-4.872637648E2
9.459450000E0,2.647126518E2,-4.729066873E2
9.476133333E0,2.644568410E2,-4.587523553E2
